nm0524839	Ludacris	{"0": "male"}
nm0000592	Pete Postlethwaite	{"0": "male"}
nm0001552	Pat Morita	{"0": "male"}
nm0001467	Jared Leto	{"0": "male"}
nm0604426	Tom Morga	{"0": "male"}
nm0001301	Charles Grodin	{"0": "male"}
nm0079273	Paul Bettany	{"0": "male"}
nm0495095	Sharon Leal	{"0": "female"}
nm0253708	Kimberly Elise	{"0": "female"}
nm0683253	Rosamund Pike	{"0": "female"}
nm4496875	Mackenzie Davis	{"0": "female"}
nm1670137	Georgie Henley	{"0": "female"}
nm0524197	Josh Lucas	{"0": "male"}
nm0000662	Kiefer Sutherland	{"0": "male"}
nm0159789	Hayden Christensen	{"0": "male"}
nm0001767	Imelda Staunton	{"0": "female"}
nm0000099	Patricia Arquette	{"0": "female"}
nm3425823	Greg Bronson	{"0": "male"}
nm2546012	Kaya Scodelario	{"0": "female"}
nm5584344	Yahya Abdul-Mateen II	{"0": "male"}
nm0000775	Christina Applegate	{"0": "female"}
nm0001616	Mekhi Phifer	{"0": "male"}
nm0942482	Jeffrey Wright	{"0": "male"}
nm0001416	Catherine Keener	{"0": "female"}
nm0000208	Molly Ringwald	{"0": "female"}
nm0005561	Luke Wilson	{"0": "male"}
nm0001480	Shelley Long	{"0": "female"}
nm0029400	Michael Angarano	{"0": "male"}
nm0913822	Ken Watanabe	{"0": "male"}
nm0001848	Dianne Wiest	{"0": "female"}
nm0001472	Jet Li	{"0": "male"}
nm0001592	Joe Pantoliano	{"0": "male"}
nm0000162	Anne Heche	{"0": "female"}
nm0001833	Emily Watson	{"0": "female"}
nm0000470	Jeffrey Jones	{"0": "male"}
nm0915465	Shawn Wayans	{"0": "male"}
nm0111777	Richard Brooker	{"0": "male"}
nm0991810	Mahershala Ali	{"0": "male"}
nm0000326	Kim Cattrall	{"0": "female"}
nm2090422	Constance Wu	{"0": "female"}
nm0788335	Michael Shannon	{"0": "male"}
nm0881631	Karl Urban	{"0": "male"}
nm0005327	Freddie Prinze Jr.	{"0": "male"}
nm1210124	Taylor Lautner	{"0": "male"}
nm0851582	Audrey Tautou	{"0": "female"}
nm0206359	Charlie Day	{"0": "male"}
nm0000287	William Baldwin	{"0": "male"}
nm0068260	Jamie Bell	{"0": "male"}
nm0005154	Lucy Liu	{"0": "female"}
nm0001525	John C. McGinley	{"0": "male"}
nm0000666	Lili Taylor	{"0": "female"}
